Date,Week,Month,Year,Commodity,Lock,Tons
07/20/2013,29,7,2013,Other Grain,Miss Locks 27,0
07/20/2013,29,7,2013,Other Grain,Ohio Olmsted,0
07/20/2013,29,7,2013,Other Grain,Ark Lock 1,0
07/27/2013,30,7,2013,Corn,Miss Locks 27,157540
07/27/2013,30,7,2013,Corn,Ohio Olmsted,32736
07/27/2013,30,7,2013,Corn,Ark Lock 1,0
07/27/2013,30,7,2013,Wheat,Miss Locks 27,26757
07/27/2013,30,7,2013,Wheat,Ohio Olmsted,79826
07/27/2013,30,7,2013,Wheat,Ark Lock 1,58000
07/27/2013,30,7,2013,Soybeans,Miss Locks 27,63324
07/27/2013,30,7,2013,Soybeans,Ohio Olmsted,8518
07/27/2013,30,7,2013,Soybeans,Ark Lock 1,0
07/27/2013,30,7,2013,Other Grain,Miss Locks 27,9300
07/27/2013,30,7,2013,Other Grain,Ohio Olmsted,5150
07/27/2013,30,7,2013,Other Grain,Ark Lock 1,0
08/03/2013,31,7,2013,Corn,Miss Locks 27,132900
08/03/2013,31,7,2013,Corn,Ohio Olmsted,15450
08/03/2013,31,7,2013,Corn,Ark Lock 1,0
08/03/2013,31,7,2013,Wheat,Miss Locks 27,25000
08/03/2013,31,7,2013,Wheat,Ohio Olmsted,60995
08/03/2013,31,7,2013,Wheat,Ark Lock 1,60000
08/03/2013,31,7,2013,Soybeans,Miss Locks 27,79400
08/03/2013,31,7,2013,Soybeans,Ohio Olmsted,6700
08/03/2013,31,7,2013,Soybeans,Ark Lock 1,1400
08/03/2013,31,7,2013,Other Grain,Miss Locks 27,0
08/03/2013,31,7,2013,Other Grain,Ohio Olmsted,0
08/03/2013,31,7,2013,Other Grain,Ark Lock 1,0
08/10/2013,32,8,2013,Corn,Miss Locks 27,90300
08/10/2013,32,8,2013,Corn,Ohio Olmsted,19758
08/10/2013,32,8,2013,Corn,Ark Lock 1,0
08/10/2013,32,8,2013,Wheat,Miss Locks 27,27800
08/10/2013,32,8,2013,Wheat,Ohio Olmsted,134518
08/10/2013,32,8,2013,Wheat,Ark Lock 1,59200
02/13/2021,6,2,2021,Corn,Ark Lock 1,0
08/10/2013,32,8,2013,Soybeans,Miss Locks 27,92724
08/10/2013,32,8,2013,Soybeans,Ohio Olmsted,1750
08/10/2013,32,8,2013,Soybeans,Ark Lock 1,0
08/10/2013,32,8,2013,Other Grain,Miss Locks 27,1500
08/10/2013,32,8,2013,Other Grain,Ohio Olmsted,0
08/10/2013,32,8,2013,Other Grain,Ark Lock 1,0
08/17/2013,33,8,2013,Corn,Miss Locks 27,53024
08/17/2013,33,8,2013,Corn,Ohio Olmsted,10500
08/17/2013,33,8,2013,Corn,Ark Lock 1,0
08/17/2013,33,8,2013,Wheat,Miss Locks 27,18872
08/17/2013,33,8,2013,Wheat,Ohio Olmsted,196390
08/17/2013,33,8,2013,Wheat,Ark Lock 1,14000
08/17/2013,33,8,2013,Soybeans,Miss Locks 27,17500
08/17/2013,33,8,2013,Soybeans,Ohio Olmsted,14018
08/17/2013,33,8,2013,Soybeans,Ark Lock 1,0
08/17/2013,33,8,2013,Other Grain,Miss Locks 27,0
08/17/2013,33,8,2013,Other Grain,Ohio Olmsted,0
08/17/2013,33,8,2013,Other Grain,Ark Lock 1,0
08/24/2013,34,8,2013,Corn,Miss Locks 27,26648
08/24/2013,34,8,2013,Corn,Ohio Olmsted,1750
08/24/2013,34,8,2013,Corn,Ark Lock 1,4200
08/24/2013,34,8,2013,Wheat,Miss Locks 27,18800
08/24/2013,34,8,2013,Wheat,Ohio Olmsted,103350
08/24/2013,34,8,2013,Wheat,Ark Lock 1,58800
08/24/2013,34,8,2013,Soybeans,Miss Locks 27,22200
08/24/2013,34,8,2013,Soybeans,Ohio Olmsted,10500
08/24/2013,34,8,2013,Soybeans,Ark Lock 1,1400
08/24/2013,34,8,2013,Other Grain,Miss Locks 27,0
08/24/2013,34,8,2013,Other Grain,Ohio Olmsted,5250
08/24/2013,34,8,2013,Other Grain,Ark Lock 1,0
08/31/2013,35,8,2013,Corn,Miss Locks 27,23576
08/31/2013,35,8,2013,Corn,Ohio Olmsted,10100
08/31/2013,35,8,2013,Corn,Ark Lock 1,19600
08/31/2013,35,8,2013,Wheat,Miss Locks 27,15624
08/31/2013,35,8,2013,Wheat,Ohio Olmsted,31126
08/31/2013,35,8,2013,Wheat,Ark Lock 1,7200
08/31/2013,35,8,2013,Soybeans,Miss Locks 27,25200
08/31/2013,35,8,2013,Soybeans,Ohio Olmsted,6868
08/31/2013,35,8,2013,Soybeans,Ark Lock 1,0
08/31/2013,35,8,2013,Other Grain,Miss Locks 27,0
08/31/2013,35,8,2013,Other Grain,Ohio Olmsted,0
08/31/2013,35,8,2013,Other Grain,Ark Lock 1,0
09/07/2013,36,9,2013,Corn,Miss Locks 27,36000
09/07/2013,36,9,2013,Corn,Ohio Olmsted,5250
09/07/2013,36,9,2013,Corn,Ark Lock 1,12600
09/07/2013,36,9,2013,Wheat,Miss Locks 27,16800
09/07/2013,36,9,2013,Wheat,Ohio Olmsted,57536
09/07/2013,36,9,2013,Wheat,Ark Lock 1,81200
09/07/2013,36,9,2013,Soybeans,Miss Locks 27,17300
09/07/2013,36,9,2013,Soybeans,Ohio Olmsted,6700
09/07/2013,36,9,2013,Soybeans,Ark Lock 1,16800
09/07/2013,36,9,2013,Other Grain,Miss Locks 27,0
09/07/2013,36,9,2013,Other Grain,Ohio Olmsted,0
09/07/2013,36,9,2013,Other Grain,Ark Lock 1,0
09/14/2013,37,9,2013,Corn,Miss Locks 27,29600
09/14/2013,37,9,2013,Corn,Ohio Olmsted,12600
09/14/2013,37,9,2013,Corn,Ark Lock 1,35000
09/14/2013,37,9,2013,Wheat,Miss Locks 27,28200
09/14/2013,37,9,2013,Wheat,Ohio Olmsted,29650
09/14/2013,37,9,2013,Wheat,Ark Lock 1,39200
09/14/2013,37,9,2013,Soybeans,Miss Locks 27,28200
09/14/2013,37,9,2013,Soybeans,Ohio Olmsted,9900
09/14/2013,37,9,2013,Soybeans,Ark Lock 1,0
09/14/2013,37,9,2013,Other Grain,Miss Locks 27,0
09/14/2013,37,9,2013,Other Grain,Ohio Olmsted,3200
09/14/2013,37,9,2013,Other Grain,Ark Lock 1,0
09/21/2013,38,9,2013,Corn,Miss Locks 27,34700
09/21/2013,38,9,2013,Corn,Ohio Olmsted,34450
09/21/2013,38,9,2013,Corn,Ark Lock 1,68600
09/21/2013,38,9,2013,Wheat,Miss Locks 27,38200
09/21/2013,38,9,2013,Wheat,Ohio Olmsted,37300
09/21/2013,38,9,2013,Wheat,Ark Lock 1,33600
09/21/2013,38,9,2013,Soybeans,Miss Locks 27,7900
09/21/2013,38,9,2013,Soybeans,Ohio Olmsted,3350
09/21/2013,38,9,2013,Soybeans,Ark Lock 1,25200
09/21/2013,38,9,2013,Other Grain,Miss Locks 27,0
09/21/2013,38,9,2013,Other Grain,Ohio Olmsted,0
09/21/2013,38,9,2013,Other Grain,Ark Lock 1,0
09/28/2013,39,9,2013,Corn,Miss Locks 27,12424
09/28/2013,39,9,2013,Corn,Ohio Olmsted,136250
09/28/2013,39,9,2013,Corn,Ark Lock 1,31200
09/28/2013,39,9,2013,Wheat,Miss Locks 27,20500
09/28/2013,39,9,2013,Wheat,Ohio Olmsted,33250
09/28/2013,39,9,2013,Wheat,Ark Lock 1,14400
09/28/2013,39,9,2013,Soybeans,Miss Locks 27,1500
09/28/2013,39,9,2013,Soybeans,Ohio Olmsted,5250
09/28/2013,39,9,2013,Soybeans,Ark Lock 1,21000
09/28/2013,39,9,2013,Other Grain,Miss Locks 27,0
09/28/2013,39,9,2013,Other Grain,Ohio Olmsted,0
09/28/2013,39,9,2013,Other Grain,Ark Lock 1,0
10/05/2013,40,10,2013,Corn,Miss Locks 27,42400
10/05/2013,40,10,2013,Corn,Ohio Olmsted,176250
10/05/2013,40,10,2013,Corn,Ark Lock 1,14000
10/05/2013,40,10,2013,Wheat,Miss Locks 27,12500
10/05/2013,40,10,2013,Wheat,Ohio Olmsted,36100
10/05/2013,40,10,2013,Wheat,Ark Lock 1,16800
10/05/2013,40,10,2013,Soybeans,Miss Locks 27,7900
10/05/2013,40,10,2013,Soybeans,Ohio Olmsted,32700
10/05/2013,40,10,2013,Soybeans,Ark Lock 1,29400
10/05/2013,40,10,2013,Other Grain,Miss Locks 27,0
10/05/2013,40,10,2013,Other Grain,Ohio Olmsted,0
10/05/2013,40,10,2013,Other Grain,Ark Lock 1,1400
10/12/2013,41,10,2013,Corn,Miss Locks 27,71376
10/12/2013,41,10,2013,Corn,Ohio Olmsted,122808
10/12/2013,41,10,2013,Corn,Ark Lock 1,18200
10/12/2013,41,10,2013,Wheat,Miss Locks 27,4500
10/12/2013,41,10,2013,Wheat,Ohio Olmsted,19350
10/12/2013,41,10,2013,Wheat,Ark Lock 1,8400
10/12/2013,41,10,2013,Soybeans,Miss Locks 27,130400
10/12/2013,41,10,2013,Soybeans,Ohio Olmsted,33150
10/12/2013,41,10,2013,Soybeans,Ark Lock 1,11200
10/12/2013,41,10,2013,Other Grain,Miss Locks 27,0
10/12/2013,41,10,2013,Other Grain,Ohio Olmsted,10536
10/12/2013,41,10,2013,Other Grain,Ark Lock 1,2800
10/19/2013,42,10,2013,Corn,Miss Locks 27,112400
10/19/2013,42,10,2013,Corn,Ohio Olmsted,173600
10/19/2013,42,10,2013,Corn,Ark Lock 1,7000
10/19/2013,42,10,2013,Wheat,Miss Locks 27,3200
10/19/2013,42,10,2013,Wheat,Ohio Olmsted,7000
10/19/2013,42,10,2013,Wheat,Ark Lock 1,22400
10/19/2013,42,10,2013,Soybeans,Miss Locks 27,201800
10/19/2013,42,10,2013,Soybeans,Ohio Olmsted,193800
10/19/2013,42,10,2013,Soybeans,Ark Lock 1,54600
10/19/2013,42,10,2013,Other Grain,Miss Locks 27,0
10/19/2013,42,10,2013,Other Grain,Ohio Olmsted,14000
10/19/2013,42,10,2013,Other Grain,Ark Lock 1,5600
10/26/2013,43,10,2013,Corn,Miss Locks 27,156175
10/26/2013,43,10,2013,Corn,Ohio Olmsted,88200
10/26/2013,43,10,2013,Corn,Ark Lock 1,4200
10/26/2013,43,10,2013,Wheat,Miss Locks 27,6300
10/26/2013,43,10,2013,Wheat,Ohio Olmsted,1750
10/26/2013,43,10,2013,Wheat,Ark Lock 1,7000
10/26/2013,43,10,2013,Soybeans,Miss Locks 27,369023
10/26/2013,43,10,2013,Soybeans,Ohio Olmsted,159850
10/26/2013,43,10,2013,Soybeans,Ark Lock 1,46200
10/26/2013,43,10,2013,Other Grain,Miss Locks 27,0
10/26/2013,43,10,2013,Other Grain,Ohio Olmsted,1600
10/26/2013,43,10,2013,Other Grain,Ark Lock 1,4200
11/02/2013,44,10,2013,Corn,Miss Locks 27,136400
11/02/2013,44,10,2013,Corn,Ohio Olmsted,81350
11/02/2013,44,10,2013,Corn,Ark Lock 1,0
11/02/2013,44,10,2013,Wheat,Miss Locks 27,6200
11/02/2013,44,10,2013,Wheat,Ohio Olmsted,0
11/02/2013,44,10,2013,Wheat,Ark Lock 1,16800
11/02/2013,44,10,2013,Soybeans,Miss Locks 27,412476
11/02/2013,44,10,2013,Soybeans,Ohio Olmsted,133050
11/02/2013,44,10,2013,Soybeans,Ark Lock 1,65800
11/02/2013,44,10,2013,Other Grain,Miss Locks 27,0
11/02/2013,44,10,2013,Other Grain,Ohio Olmsted,1750
11/02/2013,44,10,2013,Other Grain,Ark Lock 1,2800
11/09/2013,45,11,2013,Corn,Miss Locks 27,185300
11/09/2013,45,11,2013,Corn,Ohio Olmsted,122300
11/09/2013,45,11,2013,Corn,Ark Lock 1,0
11/09/2013,45,11,2013,Wheat,Miss Locks 27,6400
11/09/2013,45,11,2013,Wheat,Ohio Olmsted,1500
11/09/2013,45,11,2013,Wheat,Ark Lock 1,5600
11/09/2013,45,11,2013,Soybeans,Miss Locks 27,249000
11/09/2013,45,11,2013,Soybeans,Ohio Olmsted,185500
11/09/2013,45,11,2013,Soybeans,Ark Lock 1,23800
11/09/2013,45,11,2013,Other Grain,Miss Locks 27,3200
11/09/2013,45,11,2013,Other Grain,Ohio Olmsted,8000
11/09/2013,45,11,2013,Other Grain,Ark Lock 1,0
11/16/2013,46,11,2013,Corn,Miss Locks 27,195000
11/16/2013,46,11,2013,Corn,Ohio Olmsted,163650
11/16/2013,46,11,2013,Corn,Ark Lock 1,1400
11/16/2013,46,11,2013,Wheat,Miss Locks 27,7600
11/16/2013,46,11,2013,Wheat,Ohio Olmsted,0
11/16/2013,46,11,2013,Wheat,Ark Lock 1,17400
11/16/2013,46,11,2013,Soybeans,Miss Locks 27,204560
11/16/2013,46,11,2013,Soybeans,Ohio Olmsted,192600
11/16/2013,46,11,2013,Soybeans,Ark Lock 1,65800
11/16/2013,46,11,2013,Other Grain,Miss Locks 27,0
11/16/2013,46,11,2013,Other Grain,Ohio Olmsted,13700
11/16/2013,46,11,2013,Other Grain,Ark Lock 1,1400
11/23/2013,47,11,2013,Corn,Miss Locks 27,257348
11/23/2013,47,11,2013,Corn,Ohio Olmsted,128800
11/23/2013,47,11,2013,Corn,Ark Lock 1,4200
11/23/2013,47,11,2013,Wheat,Miss Locks 27,4800
11/23/2013,47,11,2013,Wheat,Ohio Olmsted,0
11/23/2013,47,11,2013,Wheat,Ark Lock 1,9800
11/23/2013,47,11,2013,Soybeans,Miss Locks 27,179300
11/23/2013,47,11,2013,Soybeans,Ohio Olmsted,241250
11/23/2013,47,11,2013,Soybeans,Ark Lock 1,46200
11/23/2013,47,11,2013,Other Grain,Miss Locks 27,0
11/23/2013,47,11,2013,Other Grain,Ohio Olmsted,5250
11/23/2013,47,11,2013,Other Grain,Ark Lock 1,0
11/30/2013,48,11,2013,Corn,Miss Locks 27,274600
11/30/2013,48,11,2013,Corn,Ohio Olmsted,137000
11/30/2013,48,11,2013,Corn,Ark Lock 1,7000
11/30/2013,48,11,2013,Wheat,Miss Locks 27,7800
11/30/2013,48,11,2013,Wheat,Ohio Olmsted,3500
11/30/2013,48,11,2013,Wheat,Ark Lock 1,8400
11/30/2013,48,11,2013,Soybeans,Miss Locks 27,244100
11/30/2013,48,11,2013,Soybeans,Ohio Olmsted,164202
11/30/2013,48,11,2013,Soybeans,Ark Lock 1,53200
11/30/2013,48,11,2013,Other Grain,Miss Locks 27,0
11/30/2013,48,11,2013,Other Grain,Ohio Olmsted,3350
11/30/2013,48,11,2013,Other Grain,Ark Lock 1,1400
12/07/2013,49,12,2013,Corn,Miss Locks 27,233200
12/07/2013,49,12,2013,Corn,Ohio Olmsted,107200
12/07/2013,49,12,2013,Corn,Ark Lock 1,4200
12/07/2013,49,12,2013,Wheat,Miss Locks 27,7900
12/07/2013,49,12,2013,Wheat,Ohio Olmsted,10700
12/07/2013,49,12,2013,Wheat,Ark Lock 1,5600
12/07/2013,49,12,2013,Soybeans,Miss Locks 27,293300
12/07/2013,49,12,2013,Soybeans,Ohio Olmsted,75450
12/07/2013,49,12,2013,Soybeans,Ark Lock 1,28000
12/07/2013,49,12,2013,Other Grain,Miss Locks 27,3200
12/07/2013,49,12,2013,Other Grain,Ohio Olmsted,0
12/07/2013,49,12,2013,Other Grain,Ark Lock 1,0
12/14/2013,50,12,2013,Corn,Miss Locks 27,114748
12/14/2013,50,12,2013,Corn,Ohio Olmsted,110707
12/14/2013,50,12,2013,Corn,Ark Lock 1,0
12/14/2013,50,12,2013,Wheat,Miss Locks 27,1600
12/14/2013,50,12,2013,Wheat,Ohio Olmsted,12150
12/14/2013,50,12,2013,Wheat,Ark Lock 1,5600
12/14/2013,50,12,2013,Soybeans,Miss Locks 27,357676
12/14/2013,50,12,2013,Soybeans,Ohio Olmsted,108359
12/14/2013,50,12,2013,Soybeans,Ark Lock 1,47600
12/14/2013,50,12,2013,Other Grain,Miss Locks 27,0
12/14/2013,50,12,2013,Other Grain,Ohio Olmsted,0
12/14/2013,50,12,2013,Other Grain,Ark Lock 1,1400
12/21/2013,51,12,2013,Corn,Miss Locks 27,182548
12/21/2013,51,12,2013,Corn,Ohio Olmsted,129400
12/21/2013,51,12,2013,Corn,Ark Lock 1,0
12/21/2013,51,12,2013,Wheat,Miss Locks 27,6000
12/21/2013,51,12,2013,Wheat,Ohio Olmsted,11000
12/21/2013,51,12,2013,Wheat,Ark Lock 1,8400
12/21/2013,51,12,2013,Soybeans,Miss Locks 27,209800
12/21/2013,51,12,2013,Soybeans,Ohio Olmsted,105550
12/21/2013,51,12,2013,Soybeans,Ark Lock 1,46200
12/21/2013,51,12,2013,Other Grain,Miss Locks 27,3200
12/21/2013,51,12,2013,Other Grain,Ohio Olmsted,4950
12/21/2013,51,12,2013,Other Grain,Ark Lock 1,0
12/28/2013,52,12,2013,Corn,Miss Locks 27,72000
12/28/2013,52,12,2013,Corn,Ohio Olmsted,131350
12/28/2013,52,12,2013,Corn,Ark Lock 1,0
12/28/2013,52,12,2013,Wheat,Miss Locks 27,4800
12/28/2013,52,12,2013,Wheat,Ohio Olmsted,3500
12/28/2013,52,12,2013,Wheat,Ark Lock 1,12600
12/28/2013,52,12,2013,Soybeans,Miss Locks 27,200500
12/28/2013,52,12,2013,Soybeans,Ohio Olmsted,149300
12/28/2013,52,12,2013,Soybeans,Ark Lock 1,43400
12/28/2013,52,12,2013,Other Grain,Miss Locks 27,9600
12/28/2013,52,12,2013,Other Grain,Ohio Olmsted,8750
12/28/2013,52,12,2013,Other Grain,Ark Lock 1,0
01/04/2014,1,1,2014,Corn,Miss Locks 27,71400
01/04/2014,1,1,2014,Corn,Ohio Olmsted,115900
01/04/2014,1,1,2014,Corn,Ark Lock 1,0
01/04/2014,1,1,2014,Wheat,Miss Locks 27,3000
01/04/2014,1,1,2014,Wheat,Ohio Olmsted,10450
01/04/2014,1,1,2014,Wheat,Ark Lock 1,8400
01/04/2014,1,1,2014,Soybeans,Miss Locks 27,207650
01/04/2014,1,1,2014,Soybeans,Ohio Olmsted,122500
01/04/2014,1,1,2014,Soybeans,Ark Lock 1,33600
01/04/2014,1,1,2014,Other Grain,Miss Locks 27,0
01/04/2014,1,1,2014,Other Grain,Ohio Olmsted,3500
01/04/2014,1,1,2014,Other Grain,Ark Lock 1,1400
01/11/2014,2,1,2014,Corn,Miss Locks 27,38200
01/11/2014,2,1,2014,Corn,Ohio Olmsted,116650
01/11/2014,2,1,2014,Corn,Ark Lock 1,0
01/11/2014,2,1,2014,Wheat,Miss Locks 27,4400
01/11/2014,2,1,2014,Wheat,Ohio Olmsted,24650
01/11/2014,2,1,2014,Wheat,Ark Lock 1,4200
01/11/2014,2,1,2014,Soybeans,Miss Locks 27,74576
01/11/2014,2,1,2014,Soybeans,Ohio Olmsted,165900
01/11/2014,2,1,2014,Soybeans,Ark Lock 1,21000
01/11/2014,2,1,2014,Other Grain,Miss Locks 27,4500
01/11/2014,2,1,2014,Other Grain,Ohio Olmsted,3400
01/11/2014,2,1,2014,Other Grain,Ark Lock 1,0
01/18/2014,3,1,2014,Corn,Miss Locks 27,26500
01/18/2014,3,1,2014,Corn,Ohio Olmsted,145844
01/18/2014,3,1,2014,Corn,Ark Lock 1,1400
01/18/2014,3,1,2014,Wheat,Miss Locks 27,0
01/18/2014,3,1,2014,Wheat,Ohio Olmsted,3490
01/18/2014,3,1,2014,Wheat,Ark Lock 1,14000
01/18/2014,3,1,2014,Soybeans,Miss Locks 27,96800
01/18/2014,3,1,2014,Soybeans,Ohio Olmsted,147393
01/18/2014,3,1,2014,Soybeans,Ark Lock 1,44800
01/18/2014,3,1,2014,Other Grain,Miss Locks 27,0
01/18/2014,3,1,2014,Other Grain,Ohio Olmsted,14000
01/18/2014,3,1,2014,Other Grain,Ark Lock 1,0
01/25/2014,4,1,2014,Corn,Miss Locks 27,51548
01/25/2014,4,1,2014,Corn,Ohio Olmsted,168550
01/25/2014,4,1,2014,Corn,Ark Lock 1,0
01/25/2014,4,1,2014,Wheat,Miss Locks 27,6400
01/25/2014,4,1,2014,Wheat,Ohio Olmsted,0
01/25/2014,4,1,2014,Wheat,Ark Lock 1,7000
01/25/2014,4,1,2014,Soybeans,Miss Locks 27,217800
01/25/2014,4,1,2014,Soybeans,Ohio Olmsted,229275
01/25/2014,4,1,2014,Soybeans,Ark Lock 1,44800
01/25/2014,4,1,2014,Other Grain,Miss Locks 27,0
01/25/2014,4,1,2014,Other Grain,Ohio Olmsted,0
01/25/2014,4,1,2014,Other Grain,Ark Lock 1,0
02/01/2014,5,1,2014,Corn,Miss Locks 27,68900
02/01/2014,5,1,2014,Corn,Ohio Olmsted,160336
02/01/2014,5,1,2014,Corn,Ark Lock 1,0
02/01/2014,5,1,2014,Wheat,Miss Locks 27,1600
02/01/2014,5,1,2014,Wheat,Ohio Olmsted,1750
02/01/2014,5,1,2014,Wheat,Ark Lock 1,4200
02/01/2014,5,1,2014,Soybeans,Miss Locks 27,183400
02/01/2014,5,1,2014,Soybeans,Ohio Olmsted,170100
02/01/2014,5,1,2014,Soybeans,Ark Lock 1,26500
02/01/2014,5,1,2014,Other Grain,Miss Locks 27,0
02/01/2014,5,1,2014,Other Grain,Ohio Olmsted,3500
02/01/2014,5,1,2014,Other Grain,Ark Lock 1,0
02/08/2014,6,2,2014,Corn,Miss Locks 27,18800
02/08/2014,6,2,2014,Corn,Ohio Olmsted,226250
02/08/2014,6,2,2014,Corn,Ark Lock 1,5600
02/08/2014,6,2,2014,Wheat,Miss Locks 27,0
02/08/2014,6,2,2014,Wheat,Ohio Olmsted,1750
02/08/2014,6,2,2014,Wheat,Ark Lock 1,11200
02/08/2014,6,2,2014,Soybeans,Miss Locks 27,73300
02/08/2014,6,2,2014,Soybeans,Ohio Olmsted,263600
02/08/2014,6,2,2014,Soybeans,Ark Lock 1,63000
02/08/2014,6,2,2014,Other Grain,Miss Locks 27,0
02/08/2014,6,2,2014,Other Grain,Ohio Olmsted,0
02/08/2014,6,2,2014,Other Grain,Ark Lock 1,1400
02/15/2014,7,2,2014,Corn,Miss Locks 27,40500
02/15/2014,7,2,2014,Corn,Ohio Olmsted,268150
02/15/2014,7,2,2014,Corn,Ark Lock 1,0
02/15/2014,7,2,2014,Wheat,Miss Locks 27,0
02/15/2014,7,2,2014,Wheat,Ohio Olmsted,7127
02/15/2014,7,2,2014,Wheat,Ark Lock 1,11200
02/15/2014,7,2,2014,Soybeans,Miss Locks 27,87800
02/15/2014,7,2,2014,Soybeans,Ohio Olmsted,100927
02/15/2014,7,2,2014,Soybeans,Ark Lock 1,51200
02/15/2014,7,2,2014,Other Grain,Miss Locks 27,0
02/15/2014,7,2,2014,Other Grain,Ohio Olmsted,0
02/15/2014,7,2,2014,Other Grain,Ark Lock 1,1400
02/22/2014,8,2,2014,Corn,Miss Locks 27,65772
02/22/2014,8,2,2014,Corn,Ohio Olmsted,231950
02/22/2014,8,2,2014,Corn,Ark Lock 1,2800
02/22/2014,8,2,2014,Wheat,Miss Locks 27,0
02/22/2014,8,2,2014,Wheat,Ohio Olmsted,5150
02/22/2014,8,2,2014,Wheat,Ark Lock 1,12600
02/22/2014,8,2,2014,Soybeans,Miss Locks 27,56000
02/22/2014,8,2,2014,Soybeans,Ohio Olmsted,64400
02/22/2014,8,2,2014,Soybeans,Ark Lock 1,28000
02/22/2014,8,2,2014,Other Grain,Miss Locks 27,0
02/22/2014,8,2,2014,Other Grain,Ohio Olmsted,0
02/22/2014,8,2,2014,Other Grain,Ark Lock 1,1400
03/01/2014,9,2,2014,Corn,Miss Locks 27,97316
03/01/2014,9,2,2014,Corn,Ohio Olmsted,232650
03/01/2014,9,2,2014,Corn,Ark Lock 1,2800
03/01/2014,9,2,2014,Wheat,Miss Locks 27,1500
03/01/2014,9,2,2014,Wheat,Ohio Olmsted,12200
03/01/2014,9,2,2014,Wheat,Ark Lock 1,23800
03/01/2014,9,2,2014,Soybeans,Miss Locks 27,98390
03/01/2014,9,2,2014,Soybeans,Ohio Olmsted,134208
03/01/2014,9,2,2014,Soybeans,Ark Lock 1,32200
03/01/2014,9,2,2014,Other Grain,Miss Locks 27,0
03/01/2014,9,2,2014,Other Grain,Ohio Olmsted,1750
03/01/2014,9,2,2014,Other Grain,Ark Lock 1,2800
03/08/2014,10,3,2014,Corn,Miss Locks 27,105291
03/08/2014,10,3,2014,Corn,Ohio Olmsted,217350
03/08/2014,10,3,2014,Corn,Ark Lock 1,7000
03/08/2014,10,3,2014,Wheat,Miss Locks 27,0
03/08/2014,10,3,2014,Wheat,Ohio Olmsted,7150
03/08/2014,10,3,2014,Wheat,Ark Lock 1,21000
03/08/2014,10,3,2014,Soybeans,Miss Locks 27,87348
03/08/2014,10,3,2014,Soybeans,Ohio Olmsted,53300
03/08/2014,10,3,2014,Soybeans,Ark Lock 1,23800
03/08/2014,10,3,2014,Other Grain,Miss Locks 27,0
03/08/2014,10,3,2014,Other Grain,Ohio Olmsted,0
03/08/2014,10,3,2014,Other Grain,Ark Lock 1,0
03/15/2014,11,3,2014,Corn,Miss Locks 27,261200
03/15/2014,11,3,2014,Corn,Ohio Olmsted,271036
03/15/2014,11,3,2014,Corn,Ark Lock 1,2800
03/15/2014,11,3,2014,Wheat,Miss Locks 27,0
03/15/2014,11,3,2014,Wheat,Ohio Olmsted,10300
03/15/2014,11,3,2014,Wheat,Ark Lock 1,36400
03/15/2014,11,3,2014,Soybeans,Miss Locks 27,69348
03/15/2014,11,3,2014,Soybeans,Ohio Olmsted,89140
03/15/2014,11,3,2014,Soybeans,Ark Lock 1,15400
03/15/2014,11,3,2014,Other Grain,Miss Locks 27,0
03/15/2014,11,3,2014,Other Grain,Ohio Olmsted,0
03/15/2014,11,3,2014,Other Grain,Ark Lock 1,1400
03/22/2014,12,3,2014,Corn,Miss Locks 27,166200
03/22/2014,12,3,2014,Corn,Ohio Olmsted,299300
03/22/2014,12,3,2014,Corn,Ark Lock 1,15400
03/22/2014,12,3,2014,Wheat,Miss Locks 27,0
03/22/2014,12,3,2014,Wheat,Ohio Olmsted,28100
03/22/2014,12,3,2014,Wheat,Ark Lock 1,29400
03/22/2014,12,3,2014,Soybeans,Miss Locks 27,51050
03/22/2014,12,3,2014,Soybeans,Ohio Olmsted,47500
03/22/2014,12,3,2014,Soybeans,Ark Lock 1,9800
03/22/2014,12,3,2014,Other Grain,Miss Locks 27,0
03/22/2014,12,3,2014,Other Grain,Ohio Olmsted,0
03/22/2014,12,3,2014,Other Grain,Ark Lock 1,0
03/29/2014,13,3,2014,Corn,Miss Locks 27,277316
03/29/2014,13,3,2014,Corn,Ohio Olmsted,306400
03/29/2014,13,3,2014,Corn,Ark Lock 1,4700
03/29/2014,13,3,2014,Wheat,Miss Locks 27,15000
03/29/2014,13,3,2014,Wheat,Ohio Olmsted,22800
03/29/2014,13,3,2014,Wheat,Ark Lock 1,28000
03/29/2014,13,3,2014,Soybeans,Miss Locks 27,86400
03/29/2014,13,3,2014,Soybeans,Ohio Olmsted,50550
03/29/2014,13,3,2014,Soybeans,Ark Lock 1,4200
03/29/2014,13,3,2014,Other Grain,Miss Locks 27,9500
03/29/2014,13,3,2014,Other Grain,Ohio Olmsted,0
03/29/2014,13,3,2014,Other Grain,Ark Lock 1,1400
04/05/2014,14,4,2014,Corn,Miss Locks 27,299500
04/05/2014,14,4,2014,Corn,Ohio Olmsted,186450
04/05/2014,14,4,2014,Corn,Ark Lock 1,5600
04/05/2014,14,4,2014,Wheat,Miss Locks 27,18700
04/05/2014,14,4,2014,Wheat,Ohio Olmsted,19200
04/05/2014,14,4,2014,Wheat,Ark Lock 1,28000
04/05/2014,14,4,2014,Soybeans,Miss Locks 27,47100
04/05/2014,14,4,2014,Soybeans,Ohio Olmsted,25900
04/05/2014,14,4,2014,Soybeans,Ark Lock 1,2800
